#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321A1A159,,
#Date Time: 2021-04-06 15:43:00.687,,
#Sample rate: 4000Hz,,
#Samples: 8000,,
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 200 mV Hyst.: Auto HoldOff: 0 s,,
#Channel 2: Range: 500 mV/div Offset: -1 V,,
#Math 1: Function: -1*C1,,
,,
Time (s),Channel 2 (V),Math 1 (V)
0.32075,1.038169412,0.180801191
0.321,1.034810839,0.204339346
0.32125,1.038169412,0.211064533
0.3215,1.034810839,0.224514907
0.32175,1.034810839,0.241327875
0.322,1.034810839,0.254778249
0.32225,1.034810839,0.264866029
0.3225,1.034810839,0.27495381
0.32275,1.038169412,0.28504159
0.323,1.031452267,0.305217151
0.32325,1.028093694,0.325392713
0.3235,1.028093694,0.328755306
0.32375,1.028093694,0.3321179
0.324,1.028093694,0.325392713
0.32425,1.028093694,0.322030119
0.3245,1.028093694,0.315304932
0.32475,1.028093694,0.322030119
0.325,1.028093694,0.335480493
0.32525,1.028093694,0.348930867
0.3255,1.024735122,0.359018648
0.32575,1.021376549,0.372469022
0.326,1.021376549,0.385919396
0.32625,1.018017977,0.419545331
0.3265,1.014659404,0.486797202
0.32675,1.011300831,0.547323885
0.327,1.011300831,0.557411666
0.32725,1.011300831,0.57086204
0.3275,1.011300831,0.587675007
0.32775,1.011300831,0.597762788
0.328,1.007942259,0.611213162
0.32825,1.007942259,0.624663536
0.3285,1.007942259,0.63811391
0.32875,1.007942259,0.651564284
0.329,1.007942259,0.661652065
0.32925,1.007942259,0.675102439
0.3295,1.011300831,0.685190219
0.32975,1.011300831,0.698640593
0.33,1.011300831,0.708728374
0.33025,1.011300831,0.722178748
0.3305,1.004583686,0.742354309
0.33075,1.007942259,0.755804683
0.331,1.007942259,0.765892464
0.33125,1.011300831,0.775980244
0.3315,1.018017977,0.775980244
0.33175,1.024735122,0.775980244
0.332,1.024735122,0.775980244
0.33225,1.028093694,0.765892464
0.3325,1.028093694,0.755804683
0.33275,1.031452267,0.745716903
0.333,1.031452267,0.735629122
0.33325,1.031452267,0.742354309
0.3335,1.031452267,0.759167277
0.33375,1.034810839,0.765892464
0.334,1.038169412,0.765892464
0.33425,1.038169412,0.779342838
0.3345,1.041527984,0.789430618
0.33475,1.041527984,0.836506928
0.335,1.038169412,0.910483985
0.33525,1.038169412,0.937384733
0.3355,1.038169412,0.950835107
0.33575,1.038169412,0.964285482
0.336,1.038169412,0.974373262
0.33625,1.038169412,0.987823636
0.3365,1.041527984,0.997911417
0.33675,1.038169412,1.011361791
0.337,1.038169412,1.024812165
0.33725,1.038169412,1.034899945
0.3375,1.038169412,1.04835032
0.33775,1.038169412,1.061800694
0.338,1.038169412,1.078613661
0.33825,1.038169412,1.092064035
0.3385,1.034810839,1.105514409
0.33875,1.034810839,1.11560219
0.339,1.034810839,1.129052564
0.33925,1.038169412,1.132415158
0.3395,1.038169412,1.145865532
0.33975,1.031452267,1.166041093
0.34,1.031452267,1.18285406
0.34025,1.031452267,1.186216654
0.3405,1.028093694,1.186216654
0.34075,1.028093694,1.179491467
0.341,1.028093694,1.17276628
0.34125,1.031452267,1.169403686
0.3415,1.028093694,1.18285406
0.34175,1.028093694,1.199667028
0.342,1.028093694,1.206392215
0.34225,1.024735122,1.216479996
0.3425,1.024735122,1.226567776
0.34275,1.021376549,1.236655557
0.343,1.018017977,1.277006679
0.34325,1.014659404,1.350983736
0.3435,1.011300831,1.391334859
0.34375,1.011300831,1.404785233
0.344,1.011300831,1.418235607
0.34425,1.011300831,1.431685981
0.3445,1.011300831,1.448498949
0.34475,1.011300831,1.461949323
0.345,1.011300831,1.472037103
0.34525,1.011300831,1.485487477
0.3455,1.011300831,1.495575258
0.34575,1.011300831,1.509025632
0.346,1.011300831,1.522476006
0.34625,1.011300831,1.532563787
0.3465,1.011300831,1.546014161
0.34675,1.011300831,1.559464535
0.347,1.007942259,1.579640096
0.34725,1.004583686,1.596453063
0.3475,1.007942259,1.603178251
0.34775,1.007942259,1.616628625
0.348,1.014659404,1.619991218
0.34825,1.021376549,1.623353812
0.3485,1.024735122,1.623353812
0.34875,1.024735122,1.619991218
0.349,1.028093694,1.613266031
0.34925,1.031452267,1.596453063
0.3495,1.031452267,1.589727876
0.34975,1.031452267,1.589727876
0.35,1.031452267,1.599815657
0.35025,1.031452267,1.616628625
0.3505,1.034810839,1.623353812
0.35075,1.038169412,1.623353812
0.351,1.041527984,1.633441592
0.35125,1.041527984,1.646891966
0.3515,1.038169412,1.710781243
0.35175,1.038169412,1.771307927
0.352,1.038169412,1.788120894
0.35225,1.038169412,1.801571268
0.3525,1.038169412,1.815021642
0.35275,1.038169412,1.828472016
0.353,1.038169412,1.841922391
0.35325,1.038169412,1.855372765
0.3535,1.038169412,1.872185732
0.35375,1.038169412,1.882273513
0.354,1.038169412,1.895723887
0.35425,1.038169412,1.905811667
0.3545,1.034810839,1.922624635
0.35475,1.038169412,1.936075009
0.355,1.034810839,1.952887977
0.35525,1.034810839,1.966338351
0.3555,1.034810839,1.979788725
0.35575,1.034810839,1.989876505
0.356,1.041527984,1.996601692
0.35625,1.034810839,2.01341466
0.3565,1.028093694,2.036952815
0.35675,1.031452267,2.036952815
0.357,1.031452267,2.036952815
0.35725,1.031452267,2.036952815
0.3575,1.028093694,2.033590221
0.35775,1.031452267,2.026865034
0.358,1.031452267,2.026865034
0.35825,1.028093694,2.040315408
0.3585,1.028093694,2.057128376
0.35875,1.028093694,2.07057875
0.359,1.024735122,2.090754311
0.35925,1.024735122,2.097479498
0.3595,1.021376549,2.114292466
0.35975,1.018017977,2.164731369
0.36,1.011300831,2.238708426
0.36025,1.011300831,2.258883987
0.3605,1.011300831,2.272334361
0.36075,1.011300831,2.285784735
0.361,1.011300831,2.295872516
0.36125,1.011300831,2.30932289
0.3615,1.011300831,2.322773264
0.36175,1.011300831,2.332861045
0.362,1.011300831,2.342948825
0.36225,1.011300831,2.356399199
0.3625,1.007942259,2.369849573
0.36275,1.011300831,2.379937354
0.363,1.011300831,2.396750321
0.36325,1.011300831,2.410200696
0.3635,1.011300831,2.427013663
0.36375,1.004583686,2.447189224
0.364,1.007942259,2.453914411
0.36425,1.011300831,2.464002192
0.3645,1.007942259,2.470727379
0.36475,1.018017977,2.470727379
0.365,1.021376549,2.474089972
0.36525,1.024735122,2.477452566
0.3655,1.028093694,2.470727379
0.36575,1.028093694,2.460639598
0.366,1.031452267,2.447189224
0.36625,1.031452267,2.43373885
0.3665,1.034810839,2.437101444
0.36675,1.034810839,2.443826631
0.367,1.034810839,2.453914411
0.36725,1.038169412,2.464002192
0.3675,1.041527984,2.467364785
0.36775,1.044886557,2.477452566
0.368,1.041527984,2.504353314
0.36825,1.038169412,2.571605185
0.3685,1.038169412,2.6153189
0.36875,1.038169412,2.625406681
0.369,1.038169412,2.638857055
0.36925,1.038169412,2.648944836
0.3695,1.038169412,2.66239521
0.36975,1.038169412,2.669120397
0.37,1.038169412,2.685933364
0.37025,1.038169412,2.696021145
0.3705,1.038169412,2.712834112
0.37075,1.038169412,2.7195593
0.371,1.038169412,2.733009674
0.37125,1.038169412,2.743097454
0.3715,1.034810839,2.756547828
0.37175,1.034810839,2.769998202
0.372,1.034810839,2.780085983
0.37225,1.034810839,2.790173763
0.3725,1.038169412,2.800261544
0.37275,1.038169412,2.810349325
0.373,1.034810839,2.830524886
0.37325,1.031452267,2.847337853
0.3735,1.031452267,2.847337853
0.37375,1.028093694,2.847337853
0.374,1.028093694,2.833887479
0.37425,1.028093694,2.827162292
0.3745,1.028093694,2.820437105
0.37475,1.028093694,2.820437105
0.375,1.028093694,2.833887479
0.37525,1.028093694,2.847337853
0.3755,1.028093694,2.85406304
0.37575,1.021376549,2.867513414
0.376,1.024735122,2.870876008
0.37625,1.018017977,2.90113935
0.3765,1.014659404,2.961666033
0.37675,1.011300831,3.015467529
0.377,1.007942259,3.02555531
0.37725,1.007942259,3.03564309
0.3775,1.011300831,3.045730871
0.37775,1.007942259,3.062543839
0.378,1.011300831,3.072631619
0.37825,1.011300831,3.0827194
0.3785,1.011300831,3.089444587
0.37875,1.011300831,3.099532367
0.379,1.011300831,3.109620148
0.37925,1.011300831,3.116345335
0.3795,1.011300831,3.123070522
0.37975,1.011300831,3.129795709
0.38,1.011300831,3.136520896
0.38025,1.007942259,3.14997127
0.3805,1.004583686,3.163421644
0.38075,1.007942259,3.170146831
0.381,1.007942259,3.176872018
0.38125,1.011300831,3.176872018
0.3815,1.021376549,3.170146831
0.38175,1.024735122,3.170146831
0.382,1.028093694,3.163421644
0.38225,1.028093694,3.146608677
0.3825,1.028093694,3.129795709
